order_id,order_date,revenue,quantity,order_status
ORD000091,2024-01-04,2071.72,1,Completed
ORD000092,2024-01-04,2178.77,2,Cancelled
ORD000093,2024-01-04,1127.46,1,Returned
ORD000094,2024-01-04,963.77,3,Completed
ORD000096,2024-01-04,1176.41,3,Completed
ORD000102,2024-01-04,1104.47,3,Completed
ORD000098,2024-01-04,1569.02,2,Completed
ORD000099,2024-01-04,1575.1,1,Completed
ORD000100,2024-01-04,1049.98,2,Completed
ORD000101,2024-01-04,1361.13,3,Completed
ORD000089,2024-01-04,821.42,3,Completed
ORD000090,2024-01-04,1229.06,1,Completed
ORD000097,2024-01-04,1356.38,4,Completed
ORD000089,2024-01-04,821.42,3,Completed
ORD000082,2024-01-04,1420.57,2,Completed
ORD000087,2024-01-04,1556.77,3,Cancelled
ORD000088,2024-01-04,1401.88,4,Completed
ORD000075,2024-01-04,838.38,3,Completed
ORD000077,2024-01-04,1221.34,4,Completed
ORD000078,2024-01-04,639.65,2,Completed
ORD000079,2024-01-04,1204.89,1,Returned
ORD000080,2024-01-04,1074.26,2,Completed
ORD000076,2024-01-04,1682.09,3,Completed
ORD000074,2024-01-04,2019.79,3,Completed
ORD000083,2024-01-04,1238.03,4,Completed
ORD000084,2024-01-04,1243.92,3,Completed
ORD000085,2024-01-04,1336.43,2,Completed
ORD000086,2024-01-04,1458.15,2,Completed
ORD000081,2024-01-04,1487.06,1,Completed
ORD000115,2024-01-05,1465.53,4,Completed
ORD000122,2024-01-05,1049.76,4,Completed
ORD000121,2024-01-05,1360.3,1,Returned
ORD000120,2024-01-05,,1,Completed
ORD000119,2024-01-05,1427.49,3,Completed
ORD000118,2024-01-05,1504.9,1,Completed
ORD000117,2024-01-05,1937.03,4,Completed
ORD000116,2024-01-05,1638.6,4,Completed
ORD000114,2024-01-05,1242.95,3,Completed
ORD000112,2024-01-05,1403.75,1,Completed
ORD000111,2024-01-05,707.05,2,Completed
ORD000110,2024-01-05,1476.01,1,Completed
ORD000109,2024-01-05,1091.95,4,Completed
ORD000108,2024-01-05,1462.28,4,Completed
ORD000107,2024-01-05,1176.43,4,Completed
ORD000106,2024-01-05,1563.07,3,Completed
ORD000105,2024-01-05,1618.36,3,Completed
ORD000104,2024-01-05,1161.76,1,Completed
ORD000113,2024-01-05,1881.08,1,Completed
ORD000103,2024-01-05,1957.67,2,Completed
ORD000137,2024-01-06,1305.22,3,Completed
ORD000138,2024-01-06,1678.99,2,Completed
ORD000139,2024-01-06,2009.58,4,Completed
ORD000140,2024-01-06,2283.07,4,Completed
ORD000141,2024-01-06,1557.87,4,Completed
ORD000145,2024-01-06,555.18,4,Completed
ORD000143,2024-01-06,2081.32,1,Completed
ORD000144,2024-01-06,1629.0,2,Completed
ORD000146,2024-01-06,1542.9,4,Completed
ORD000142,2024-01-06,1830.4,4,Completed
ORD000136,2024-01-06,1332.73,1,Completed
ORD000126,2024-01-06,1760.79,3,Completed
ORD000134,2024-01-06,1500.37,2,Completed
ORD000135,2024-01-06,2304.48,3,Completed
ORD000123,2024-01-06,1876.84,2,Completed
ORD000125,2024-01-06,1320.43,3,Completed
ORD000127,2024-01-06,1527.64,4,Completed
ORD000128,2024-01-06,1575.46,2,Completed
ORD000124,2024-01-06,1069.48,1,Completed
ORD000130,2024-01-06,1694.73,4,Completed
ORD000131,2024-01-06,1716.85,2,Completed
ORD000132,2024-01-06,1663.09,3,Completed
ORD000133,2024-01-06,1571.23,2,Completed
ORD000129,2024-01-06,1570.29,4,Completed
ORD000172,2024-01-07,658.3,1,Completed
ORD000167,2024-01-07,1547.46,3,Completed
ORD000168,2024-01-07,791.46,2,Completed
ORD000169,2024-01-07,1675.92,4,Completed
ORD000170,2024-01-07,1401.4,2,Completed
ORD000171,2024-01-07,1206.58,4,Completed
ORD000173,2024-01-07,1791.41,4,Completed
ORD000179,2024-01-07,1524.06,2,Returned
ORD000175,2024-01-07,1788.94,1,Completed
ORD000176,2024-01-07,1020.85,1,Completed
ORD000177,2024-01-07,1971.24,2,Completed
ORD000178,2024-01-07,1657.25,3,Cancelled
ORD000181,2024-01-07,1162.24,2,Completed
ORD000166,2024-01-07,1635.68,4,Completed
ORD000174,2024-01-07,1640.46,2,Completed
ORD000165,2024-01-07,1550.14,3,Completed
ORD000180,2024-01-07,1485.77,2,Completed
ORD000163,2024-01-07,1845.11,4,Completed
ORD000147,2024-01-07,1727.04,3,Completed
ORD000148,2024-01-07,1730.89,3,Completed
ORD000164,2024-01-07,1059.51,4,Completed
ORD000149,2024-01-07,1738.04,4,Completed
ORD000150,2024-01-07,1143.49,3,Completed
ORD000151,2024-01-07,1677.77,4,Completed
ORD000153,2024-01-07,1741.36,1,Completed
ORD000154,2024-01-07,1465.27,2,Completed
ORD000152,2024-01-07,1983.69,1,Completed
ORD000156,2024-01-07,1998.35,3,Cancelled
ORD000157,2024-01-07,1452.27,1,Completed
ORD000158,2024-01-07,1341.52,1,Completed
ORD000159,2024-01-07,1948.81,3,Completed
ORD000160,2024-01-07,1660.77,4,Completed
ORD000161,2024-01-07,1496.28,4,Completed
ORD000162,2024-01-07,2083.23,2,Completed
ORD000155,2024-01-07,735.18,1,Completed
ORD000190,2024-01-08,1397.71,4,Completed
ORD000194,2024-01-08,1433.8,1,Completed
ORD000193,2024-01-08,772.88,4,Completed
ORD000192,2024-01-08,1588.96,1,Completed
ORD000191,2024-01-08,1770.79,4,Completed
ORD000189,2024-01-08,1496.79,3,Completed
ORD000184,2024-01-08,850.34,2,Completed
ORD000187,2024-01-08,1095.51,3,Completed
ORD000186,2024-01-08,1519.4,3,Completed
ORD000185,2024-01-08,1517.69,4,Completed
ORD000183,2024-01-08,1424.12,1,Completed
ORD000182,2024-01-08,792.89,3,Completed
ORD000188,2024-01-08,1527.45,3,Completed
ORD000207,2024-01-09,1845.63,3,Completed
ORD000215,2024-01-09,1692.05,1,Returned
ORD000214,2024-01-09,1695.68,2,Completed
ORD000213,2024-01-09,1498.98,1,Completed
ORD000212,2024-01-09,1415.07,2,Completed
ORD000211,2024-01-09,1509.01,2,Completed
ORD000210,2024-01-09,1332.0,1,Completed
ORD000209,2024-01-09,2012.28,3,Completed
ORD000206,2024-01-09,2145.24,4,Cancelled
ORD000208,2024-01-09,1481.18,1,Completed
ORD000204,2024-01-09,1700.13,3,Completed
ORD000196,2024-01-09,1483.91,3,Completed
ORD000197,2024-01-09,1008.89,2,Completed
ORD000198,2024-01-09,1566.49,1,Completed
ORD000199,2024-01-09,1424.49,3,Completed
ORD000195,2024-01-09,1389.01,2,Completed
ORD000201,2024-01-09,1662.56,2,Completed
ORD000202,2024-01-09,1842.29,2,Completed
ORD000203,2024-01-09,585.86,1,Completed
ORD000200,2024-01-09,2305.71,2,Completed
ORD000205,2024-01-09,1567.63,1,Completed
ORD000232,2024-01-10,1370.54,3,Completed
ORD000230,2024-01-10,1504.43,2,Completed
ORD000239,2024-01-10,964.98,4,Cancelled
ORD000238,2024-01-10,1230.93,4,Completed
ORD000237,2024-01-10,1668.85,1,Completed
ORD000236,2024-01-10,1003.58,4,Completed
ORD000235,2024-01-10,1581.55,1,Completed
ORD000234,2024-01-10,1211.8,1,Completed
ORD000233,2024-01-10,1833.75,1,Completed
ORD000232,2024-01-10,1370.54,3,Completed
ORD000231,2024-01-10,2161.59,2,Completed
ORD000229,2024-01-10,1494.85,2,Completed
ORD000227,2024-01-10,2157.13,2,Completed
ORD000228,2024-01-10,1339.15,2,Completed
ORD000217,2024-01-10,919.63,4,Completed
ORD000218,2024-01-10,1624.73,2,Completed
ORD000219,2024-01-10,1274.4,3,Completed
ORD000220,2024-01-10,1288.31,3,Completed
ORD000216,2024-01-10,1555.07,2,Completed
ORD000222,2024-01-10,713.49,1,Cancelled
ORD000223,2024-01-10,1332.81,1,Completed
ORD000224,2024-01-10,1609.46,1,Completed
ORD000225,2024-01-10,1286.3,2,Completed
ORD000226,2024-01-10,1318.3,4,Completed
ORD000221,2024-01-10,1668.99,3,Completed
ORD000256,2024-01-11,1673.51,3,Completed
ORD000257,2024-01-11,1360.02,2,Completed
ORD000258,2024-01-11,729.47,2,Completed
ORD000259,2024-01-11,1805.12,1,Completed
ORD000255,2024-01-11,1153.68,3,Completed
ORD000261,2024-01-11,1697.87,4,Completed
ORD000263,2024-01-11,1007.73,3,Completed
ORD000264,2024-01-11,1807.01,3,Completed
ORD000265,2024-01-11,1318.19,3,Completed
ORD000260,2024-01-11,1133.77,2,Completed
ORD000254,2024-01-11,1913.84,3,Completed
ORD000262,2024-01-11,1146.82,4,Completed
ORD000252,2024-01-11,1644.93,1,Completed
ORD000253,2024-01-11,1201.76,4,Completed
ORD000240,2024-01-11,1724.92,1,Completed
ORD000241,2024-01-11,1110.49,4,Completed
ORD000242,2024-01-11,1108.62,2,Completed
ORD000244,2024-01-11,1367.54,3,Completed
ORD000245,2024-01-11,1546.2,1,Completed
ORD000243,2024-01-11,1267.5,4,Completed
ORD000247,2024-01-11,2229.39,3,Completed
ORD000248,2024-01-11,1155.74,3,Completed
ORD000249,2024-01-11,1403.54,4,Completed
ORD000250,2024-01-11,1669.7,2,Completed
ORD000251,2024-01-11,1430.12,2,Completed
ORD000246,2024-01-11,1455.82,4,Completed
ORD000285,2024-01-12,1689.91,4,Completed
ORD000282,2024-01-12,1104.32,2,Completed
ORD000283,2024-01-12,1420.87,2,Completed
ORD000284,2024-01-12,1631.0,2,Completed
ORD000286,2024-01-12,1289.49,4,Completed
ORD000293,2024-01-12,2046.26,1,Completed
ORD000288,2024-01-12,1308.69,1,Cancelled
ORD000289,2024-01-12,1736.37,1,Completed
ORD000290,2024-01-12,1137.92,2,Completed
ORD000291,2024-01-12,1603.59,2,Completed
ORD000292,2024-01-12,1921.01,3,Completed
ORD000287,2024-01-12,1426.13,2,Completed
ORD000281,2024-01-12,1612.35,1,Completed
ORD000279,2024-01-12,,1,Completed
ORD000278,2024-01-12,2126.12,2,Completed
ORD000266,2024-01-12,1167.05,1,Returned
ORD000280,2024-01-12,1878.08,4,Completed
ORD000268,2024-01-12,1397.95,3,Completed
ORD000269,2024-01-12,1759.64,1,Completed
ORD000270,2024-01-12,1616.27,1,Completed
ORD000271,2024-01-12,1525.46,1,Completed
ORD000267,2024-01-12,1329.97,2,Completed
ORD000273,2024-01-12,2076.52,2,Completed
ORD000274,2024-01-12,1543.32,1,Completed
ORD000275,2024-01-12,1171.56,3,Completed
ORD000276,2024-01-12,1233.29,3,Completed
ORD000277,2024-01-12,1644.22,2,Completed
ORD000272,2024-01-12,1224.22,3,Completed
ORD000309,2024-01-13,1396.81,1,Cancelled
ORD000315,2024-01-13,1254.72,3,Completed
ORD000314,2024-01-13,1606.9,2,Completed
ORD000313,2024-01-13,1146.21,1,Completed
ORD000312,2024-01-13,1712.77,2,Completed
ORD000311,2024-01-13,1262.04,4,Completed
ORD000310,2024-01-13,1824.45,2,Completed
ORD000309,2024-01-13,1396.81,1,Cancelled
ORD000308,2024-01-13,1393.68,2,Completed
ORD000306,2024-01-13,1350.09,3,Completed
ORD000307,2024-01-13,956.08,1,Completed
ORD000304,2024-01-13,1590.81,1,Completed
ORD000295,2024-01-13,1722.59,1,Completed
ORD000294,2024-01-13,1494.66,3,Completed
ORD000296,2024-01-13,1733.63,1,Completed
ORD000297,2024-01-13,1234.35,4,Completed
ORD000298,2024-01-13,1385.95,2,Completed
ORD000305,2024-01-13,1943.9,1,Completed
ORD000300,2024-01-13,1286.88,4,Completed
ORD000301,2024-01-13,1827.89,3,Completed
ORD000302,2024-01-13,1428.23,1,Completed
ORD000303,2024-01-13,996.58,1,Completed
ORD000299,2024-01-13,1840.44,4,Completed
ORD000335,2024-01-14,1623.38,3,Completed
ORD000336,2024-01-14,1683.26,2,Completed
ORD000337,2024-01-14,1199.38,2,Completed
ORD000338,2024-01-14,1762.92,4,Completed
ORD000339,2024-01-14,1561.12,1,Completed
ORD000340,2024-01-14,1206.41,1,Cancelled
ORD000342,2024-01-14,1166.11,4,Completed
ORD000343,2024-01-14,1580.34,1,Completed
ORD000344,2024-01-14,1024.45,3,Completed
ORD000345,2024-01-14,2021.89,1,Completed
ORD000334,2024-01-14,1443.51,2,Completed
ORD000347,2024-01-14,1732.76,4,Completed
ORD000341,2024-01-14,1438.23,3,Completed
ORD000346,2024-01-14,1671.38,2,Completed
ORD000333,2024-01-14,1152.79,3,Completed
ORD000331,2024-01-14,1380.24,1,Completed
ORD000316,2024-01-14,1731.62,2,Completed
ORD000317,2024-01-14,1303.1,3,Returned
ORD000332,2024-01-14,1467.01,3,Completed
ORD000319,2024-01-14,1878.1,4,Completed
ORD000320,2024-01-14,1055.54,4,Completed
ORD000321,2024-01-14,1268.21,2,Completed
ORD000322,2024-01-14,,3,Completed
ORD000318,2024-01-14,981.05,2,Completed
ORD000324,2024-01-14,1445.7,3,Completed
ORD000325,2024-01-14,1339.69,2,Completed
ORD000326,2024-01-14,919.25,3,Completed
ORD000327,2024-01-14,2226.19,3,Completed
ORD000328,2024-01-14,1502.54,3,Cancelled
ORD000329,2024-01-14,1828.23,2,Completed
ORD000330,2024-01-14,1345.13,3,Completed
ORD000323,2024-01-14,765.11,2,Returned
ORD000363,2024-01-15,1200.42,2,Completed
ORD000364,2024-01-15,1506.85,1,Completed
ORD000365,2024-01-15,1459.15,3,Completed
ORD000366,2024-01-15,1474.34,1,Completed
ORD000371,2024-01-15,1886.21,3,Completed
ORD000368,2024-01-15,,3,Completed
ORD000369,2024-01-15,765.25,4,Completed
ORD000362,2024-01-15,1465.84,2,Completed
ORD000367,2024-01-15,705.21,4,Completed
ORD000361,2024-01-15,1200.83,3,Completed
ORD000370,2024-01-15,1704.92,1,Completed
ORD000359,2024-01-15,1376.14,4,Completed
ORD000358,2024-01-15,1875.68,3,Completed
ORD000357,2024-01-15,1797.79,4,Completed
ORD000356,2024-01-15,1847.07,4,Completed
ORD000355,2024-01-15,1314.53,3,Completed
ORD000354,2024-01-15,1974.53,3,Completed
ORD000353,2024-01-15,1402.39,4,Completed
ORD000352,2024-01-15,847.18,4,Completed
ORD000348,2024-01-15,1333.93,1,Completed
ORD000351,2024-01-15,1685.73,3,Completed
ORD000360,2024-01-15,2092.12,3,Completed
ORD000349,2024-01-15,1990.81,1,Completed
ORD000350,2024-01-15,1871.17,1,Completed
ORD000381,2024-01-16,770.14,2,Completed
ORD000380,2024-01-16,1345.75,4,Completed
ORD000379,2024-01-16,1639.45,4,Completed
ORD000376,2024-01-16,1733.38,1,Completed
ORD000377,2024-01-16,1749.59,4,Completed
ORD000375,2024-01-16,1171.08,1,Completed
ORD000374,2024-01-16,1474.59,2,Completed
ORD000373,2024-01-16,1374.58,4,Completed
ORD000372,2024-01-16,1496.64,2,Completed
ORD000378,2024-01-16,1481.28,2,Completed
ORD000394,2024-01-17,1373.82,4,Completed
ORD000399,2024-01-17,1409.18,1,Completed
ORD000398,2024-01-17,1366.86,2,Completed
ORD000397,2024-01-17,1523.29,1,Cancelled
ORD000396,2024-01-17,1447.92,1,Completed
ORD000395,2024-01-17,1300.35,1,Completed
ORD000393,2024-01-17,736.33,3,Completed
ORD000388,2024-01-17,1805.64,3,Completed
ORD000391,2024-01-17,1190.67,1,Completed
ORD000390,2024-01-17,1665.45,3,Returned
ORD000389,2024-01-17,1999.72,2,Cancelled
ORD000387,2024-01-17,1382.87,1,Completed
ORD000386,2024-01-17,937.79,1,Cancelled
ORD000385,2024-01-17,1728.4,3,Completed
ORD000384,2024-01-17,1752.09,2,Completed
ORD000383,2024-01-17,1369.11,4,Completed
ORD000382,2024-01-17,1482.74,4,Completed
ORD000392,2024-01-17,1155.42,1,Completed
ORD000418,2024-01-18,1752.58,4,Completed
ORD000419,2024-01-18,1706.46,2,Completed
ORD000420,2024-01-18,1831.27,1,Completed
ORD000421,2024-01-18,1161.9,2,Completed
ORD000422,2024-01-18,1054.8,2,Completed
ORD000427,2024-01-18,1066.11,3,Completed
ORD000424,2024-01-18,1300.06,4,Cancelled
ORD000425,2024-01-18,1548.68,2,Completed
ORD000426,2024-01-18,565.89,1,Completed
ORD000428,2024-01-18,1239.5,4,Completed
ORD000417,2024-01-18,1549.41,3,Completed
ORD000423,2024-01-18,1197.71,1,Completed
ORD000416,2024-01-18,1046.27,2,Completed
ORD000404,2024-01-18,1016.93,4,Completed
ORD000414,2024-01-18,1671.82,2,Completed
ORD000413,2024-01-18,1483.45,4,Completed
ORD000412,2024-01-18,910.2,3,Completed
ORD000411,2024-01-18,1115.46,3,Cancelled
ORD000410,2024-01-18,1841.81,3,Completed
ORD000409,2024-01-18,1463.4,1,Completed
ORD000408,2024-01-18,1940.19,3,Completed
ORD000407,2024-01-18,1031.3,3,Completed
ORD000406,2024-01-18,1702.04,2,Completed
ORD000405,2024-01-18,1581.57,1,Returned
ORD000403,2024-01-18,1589.27,4,Completed
ORD000402,2024-01-18,1047.44,1,Completed
ORD000401,2024-01-18,887.9,2,Cancelled
ORD000400,2024-01-18,1290.11,4,Completed
ORD000415,2024-01-18,1068.58,4,Completed
ORD000455,2024-01-19,1482.18,2,Completed
ORD000451,2024-01-19,2107.05,4,Completed
ORD000452,2024-01-19,1881.66,4,Completed
ORD000456,2024-01-19,1400.24,1,Completed
ORD000453,2024-01-19,1142.66,1,Completed
ORD000457,2024-01-19,1359.05,1,Completed
ORD000464,2024-01-19,1620.17,4,Completed
ORD000459,2024-01-19,1275.27,2,Completed
ORD000460,2024-01-19,1273.08,1,Completed
ORD000461,2024-01-19,1840.31,4,Completed
ORD000462,2024-01-19,1497.37,1,Completed
ORD000463,2024-01-19,464.84,1,Returned
ORD000465,2024-01-19,1639.39,1,Completed
ORD000450,2024-01-19,2024.31,1,Completed
ORD000458,2024-01-19,1207.75,2,Completed
ORD000449,2024-01-19,1407.69,4,Completed
ORD000454,2024-01-19,1043.11,4,Completed
ORD000447,2024-01-19,1272.15,3,Completed
ORD000429,2024-01-19,1300.33,2,Returned
ORD000430,2024-01-19,1749.76,1,Cancelled
ORD000448,2024-01-19,1154.94,4,Completed
ORD000431,2024-01-19,1294.52,4,Completed
ORD000432,2024-01-19,1887.99,2,Completed
ORD000434,2024-01-19,1094.48,2,Completed
ORD000435,2024-01-19,1434.51,2,Returned
ORD000436,2024-01-19,1798.12,4,Completed
ORD000437,2024-01-19,1709.52,4,Cancelled
ORD000433,2024-01-19,1956.76,3,Completed
ORD000439,2024-01-19,1040.59,4,Completed
ORD000440,2024-01-19,1307.17,4,Completed
ORD000441,2024-01-19,908.63,4,Completed
ORD000442,2024-01-19,1784.78,4,Completed
ORD000443,2024-01-19,1254.67,2,Completed
ORD000444,2024-01-19,1185.24,1,Completed
ORD000445,2024-01-19,1418.26,2,Completed
ORD000446,2024-01-19,1854.71,3,Completed
ORD000438,2024-01-19,2212.22,4,Completed
ORD000481,2024-01-20,2030.54,1,Completed
ORD000482,2024-01-20,1411.74,1,Completed
ORD000483,2024-01-20,1086.81,4,Completed
ORD000484,2024-01-20,1530.98,2,Cancelled
ORD000488,2024-01-20,1715.53,4,Completed
ORD000486,2024-01-20,1321.1,3,Completed
ORD000487,2024-01-20,644.64,2,Completed
ORD000480,2024-01-20,1739.87,2,Completed
ORD000485,2024-01-20,958.25,4,Completed
ORD000479,2024-01-20,1034.19,2,Completed
ORD000475,2024-01-20,1454.8,3,Completed
ORD000477,2024-01-20,1850.07,1,Returned
ORD000466,2024-01-20,1560.43,1,Completed
ORD000478,2024-01-20,1558.24,1,Completed
ORD000468,2024-01-20,2066.84,4,Completed
ORD000469,2024-01-20,1704.19,3,Completed
ORD000470,2024-01-20,1458.52,2,Completed
ORD000467,2024-01-20,1935.46,4,Completed
ORD000472,2024-01-20,1592.67,2,Completed
ORD000473,2024-01-20,1869.68,4,Completed
ORD000474,2024-01-20,1653.43,3,Completed
ORD000476,2024-01-20,1648.31,1,Completed
ORD000471,2024-01-20,1074.87,2,Completed
ORD000503,2024-01-21,1647.6,1,Completed
ORD000511,2024-01-21,1562.82,3,Completed
ORD000510,2024-01-21,1487.36,4,Completed
ORD000509,2024-01-21,1588.65,2,Completed
ORD000508,2024-01-21,1295.74,4,Completed
ORD000507,2024-01-21,1261.67,2,Completed
ORD000506,2024-01-21,1194.16,4,Completed
ORD000505,2024-01-21,1551.13,1,Completed
ORD000504,2024-01-21,1597.85,1,Completed
ORD000502,2024-01-21,1345.08,2,Completed
ORD000498,2024-01-21,1543.62,4,Completed
ORD000500,2024-01-21,1571.52,3,Completed
ORD000489,2024-01-21,1606.97,4,Completed
ORD000491,2024-01-21,1747.86,1,Completed
ORD000492,2024-01-21,917.29,1,Returned
ORD000493,2024-01-21,1785.48,1,Completed
ORD000490,2024-01-21,1128.49,1,Completed
ORD000495,2024-01-21,1130.92,3,Completed
ORD000496,2024-01-21,1173.79,1,Completed
ORD000497,2024-01-21,1625.85,1,Completed
ORD000499,2024-01-21,1306.69,3,Returned
ORD000494,2024-01-21,1800.93,3,Cancelled
ORD000501,2024-01-21,1351.7,4,Completed
ORD000526,2024-01-22,1207.92,1,Completed
ORD000534,2024-01-22,1601.16,2,Completed
ORD000533,2024-01-22,2155.44,3,Completed
ORD000532,2024-01-22,1292.62,2,Completed
ORD000531,2024-01-22,1148.74,2,Completed
ORD000530,2024-01-22,371.16,4,Completed
ORD000529,2024-01-22,1285.36,3,Completed
ORD000528,2024-01-22,1227.97,3,Completed
ORD000527,2024-01-22,1526.29,4,Completed
ORD000525,2024-01-22,1002.88,2,Completed
ORD000523,2024-01-22,2319.18,1,Completed
ORD000512,2024-01-22,942.37,2,Completed
ORD000524,2024-01-22,1663.58,1,Completed
ORD000513,2024-01-22,1123.16,1,Completed
ORD000514,2024-01-22,1455.84,3,Completed
ORD000516,2024-01-22,1488.86,3,Completed
ORD000515,2024-01-22,1629.58,4,Completed
ORD000518,2024-01-22,945.03,2,Completed
ORD000519,2024-01-22,1416.59,2,Completed
ORD000520,2024-01-22,2052.98,1,Completed
ORD000521,2024-01-22,1415.73,1,Completed
ORD000522,2024-01-22,1968.8,4,Cancelled
ORD000517,2024-01-22,1475.47,2,Completed
ORD000553,2024-01-23,1660.67,2,Completed
ORD000551,2024-01-23,1676.1,3,Returned
ORD000552,2024-01-23,1148.94,1,Completed
ORD000554,2024-01-23,1410.95,3,Completed
ORD000552,2024-01-23,1148.94,1,Completed
ORD000556,2024-01-23,1868.75,3,Completed
ORD000557,2024-01-23,1685.76,3,Completed
ORD000558,2024-01-23,1135.18,1,Completed
ORD000555,2024-01-23,1431.45,3,Completed
ORD000549,2024-01-23,815.37,3,Completed
ORD000550,2024-01-23,1673.14,3,Completed
ORD000547,2024-01-23,1564.93,1,Cancelled
ORD000537,2024-01-23,1877.25,4,Completed
ORD000536,2024-01-23,1366.58,2,Completed
ORD000535,2024-01-23,1213.9,2,Completed
ORD000538,2024-01-23,761.78,3,Completed
ORD000539,2024-01-23,2124.04,4,Completed
ORD000540,2024-01-23,1901.83,2,Completed
ORD000548,2024-01-23,1100.67,2,Completed
ORD000542,2024-01-23,1523.64,3,Completed
ORD000543,2024-01-23,1568.87,4,Completed
ORD000541,2024-01-23,1293.47,3,Completed
ORD000544,2024-01-23,1650.04,4,Completed
ORD000545,2024-01-23,1896.72,4,Completed
ORD000546,2024-01-23,1003.55,3,Completed
ORD000579,2024-01-24,1323.67,2,Completed
ORD000578,2024-01-24,1852.28,3,Completed
ORD000577,2024-01-24,1885.63,2,Completed
ORD000576,2024-01-24,886.91,2,Completed
ORD000575,2024-01-24,1149.14,4,Completed
ORD000573,2024-01-24,900.85,2,Completed
ORD000572,2024-01-24,2114.42,4,Completed
ORD000571,2024-01-24,1824.94,3,Completed
ORD000574,2024-01-24,1673.27,4,Completed
ORD000569,2024-01-24,735.02,2,Completed
ORD000559,2024-01-24,1001.34,4,Completed
ORD000560,2024-01-24,1881.35,1,Completed
ORD000570,2024-01-24,1365.44,2,Completed
ORD000562,2024-01-24,1275.45,4,Completed
ORD000563,2024-01-24,1303.99,4,Completed
ORD000561,2024-01-24,1772.66,1,Completed
ORD000565,2024-01-24,1237.29,4,Completed
ORD000566,2024-01-24,1521.62,1,Completed
ORD000567,2024-01-24,1253.47,4,Completed
