transaction_id,customer_id,transaction_date,category,quantity,unit_price,discount_pct,amount,device_type,channel,order_status
TXN000035,CUS0004,2025-12-22,Electronics,2,999.0,0.0,2664.0,Mobile,Referral,Completed
TXN000036,CUS0005,2026-08-01,Home,3,399.0,0.0,897.75,Mobile,Direct,Completed
TXN000037,CUS0005,2026-04-02,Home,1,1499.0,0.1,1011.82,Mobile,Direct,Completed
TXN000038,CUS0006,2025-10-02,Fashion,2,399.0,0.0,465.5,Tablet,Referral,Completed
TXN000039,CUS0007,2026-08-17,Fashion,2,499.0,0.0,2328.67,Tablet,Email,Completed
TXN000040,CUS0007,2026-08-16,Fashion,1,299.0,0.0,697.67,Tablet,Email,Completed
TXN000041,CUS0007,2026-08-15,Fashion,2,499.0,0.0,2328.67,Tablet,Email,Completed
TXN000042,CUS0007,2026-07-30,Home,1,999.0,0.15,1981.35,Tablet,Email,Completed
TXN000043,CUS0007,2026-06-15,Fashion,2,1499.0,0.15,5946.03,Tablet,Email,Completed
TXN000044,CUS0007,2026-06-03,Fashion,2,699.0,0.0,3262.0,Tablet,Email,Completed
TXN000045,CUS0007,2026-05-30,Beauty,1,1499.0,0.0,3497.67,Desktop,Email,Completed
TXN000046,CUS0007,2026-05-27,Fashion,1,699.0,0.2,1304.8,Tablet,Email,Completed
TXN000047,CUS0007,2026-05-25,Fashion,3,1499.0,0.0,10493.0,Tablet,Email,Completed
TXN000048,CUS0007,2026-04-28,Fashion,1,399.0,0.0,931.0,Tablet,Email,Completed
TXN000049,CUS0007,2026-04-24,Electronics,3,1999.0,0.1,12593.7,Mobile,Email,Completed
TXN000050,CUS0007,2026-04-10,Fashion,2,699.0,0.0,3262.0,Tablet,Email,Completed
TXN000051,CUS0007,2026-03-24,Fashion,2,699.0,0.0,3262.0,Mobile,Email,Cancelled
TXN000052,CUS0007,2026-03-22,Sports,2,1499.0,0.0,6995.33,Tablet,Email,Completed
TXN000053,CUS0007,2026-03-20,Electronics,3,1999.0,0.0,13993.0,Desktop,Email,Completed
TXN000054,CUS0007,2026-03-11,Fashion,1,699.0,0.0,1631.0,Tablet,Email,Completed
TXN000055,CUS0007,2026-02-25,Fashion,1,1499.0,0.2,2798.13,Tablet,Email,Completed
TXN000056,CUS0007,2026-02-18,Electronics,3,999.0,0.0,6993.0,Tablet,Email,Completed
TXN000057,CUS0007,2026-02-13,Fashion,3,1499.0,0.15,8919.05,Tablet,Email,Completed
TXN000058,CUS0007,2025-12-13,Sports,2,1499.0,0.0,6995.33,Tablet,Email,Completed
TXN000059,CUS0007,2025-12-07,Fashion,1,499.0,0.0,1164.33,Tablet,Email,Completed
TXN000060,CUS0007,2025-12-01,Fashion,2,999.0,0.0,4662.0,Tablet,Email,Completed
TXN000061,CUS0007,2025-11-25,Fashion,1,1499.0,0.0,3497.67,Tablet,Email,Completed
TXN000062,CUS0007,2025-10-22,Fashion,2,699.0,0.0,3262.0,Tablet,Email,Returned
TXN000063,CUS0008,2026-02-19,Electronics,1,999.0,0.1,524.48,Mobile,Referral,Completed
TXN000064,CUS0009,2026-05-25,Electronics,1,499.0,0.15,459.5,Mobile,Direct,Completed
TXN000065,CUS0009,2026-04-21,Electronics,1,1999.0,0.0,2165.58,Mobile,Direct,Completed
TXN000066,CUS0009,2026-03-18,Electronics,2,699.0,0.0,1514.5,Mobile,Direct,Completed
TXN000067,CUS0009,2026-02-21,Fashion,1,499.0,0.05,513.55,Mobile,Direct,Completed
TXN000068,CUS0009,2026-01-27,Electronics,1,499.0,0.0,540.58,Mobile,Direct,Completed
TXN000069,CUS0009,2026-01-15,Electronics,1,1999.0,0.05,2057.3,Mobile,Direct,Completed
TXN000070,CUS0009,2026-01-06,Electronics,3,999.0,0.05,3084.41,Mobile,Direct,Completed
TXN000071,CUS0009,2025-12-27,Electronics,2,399.0,0.1,778.05,Mobile,Direct,Completed
TXN000072,CUS0009,2025-12-08,Fashion,1,399.0,0.0,432.25,Mobile,Direct,Returned
TXN000073,CUS0009,2025-08-13,Electronics,3,399.0,0.0,1296.75,Mobile,Direct,Completed
TXN000074,CUS0010,2026-07-24,Fashion,2,1499.0,0.05,2610.76,Tablet,Social Media,Completed
TXN000075,CUS0010,2026-07-23,Home,1,399.0,0.1,329.18,Tablet,Social Media,Completed
TXN000076,CUS0010,2026-03-21,Electronics,1,299.0,0.0,274.08,Tablet,Social Media,Completed
TXN000077,CUS0011,2026-08-09,Sports,3,299.0,0.2,538.2,Desktop,Organic Search,Completed
TXN000078,CUS0012,2026-08-09,Home,3,1999.0,0.0,7996.0,Desktop,Direct,Completed
TXN000079,CUS0012,2026-08-04,Sports,3,999.0,0.0,3996.0,Desktop,Direct,Completed
TXN000080,CUS0012,2026-07-29,Sports,2,999.0,0.0,2664.0,Mobile,Direct,Completed
TXN000081,CUS0012,2026-06-18,Sports,3,999.0,0.0,3996.0,Desktop,Direct,Completed
TXN000082,CUS0012,2026-05-25,Sports,1,399.0,0.0,532.0,Desktop,Direct,Completed
TXN000083,CUS0012,2026-05-07,Sports,3,499.0,0.0,1996.0,Desktop,Direct,Completed
TXN000084,CUS0012,2026-05-01,Sports,3,1499.0,0.0,5996.0,Desktop,Direct,Completed
TXN000085,CUS0012,2026-04-22,Beauty,1,1499.0,0.0,1998.67,Desktop,Direct,Completed
TXN000086,CUS0012,2026-02-08,Electronics,1,399.0,0.0,532.0,Desktop,Direct,Completed
TXN000087,CUS0012,2026-02-05,Sports,2,699.0,0.0,1864.0,Desktop,Direct,Completed
TXN000088,CUS0012,2026-01-08,Fashion,1,1999.0,0.0,2665.33,Tablet,Direct,Completed
TXN000089,CUS0012,2025-12-01,Electronics,2,1999.0,0.1,4797.6,Desktop,Direct,Completed
TXN000090,CUS0012,2025-11-03,Beauty,1,1499.0,0.1,1798.8,Desktop,Direct,Cancelled
TXN000091,CUS0013,2026-07-15,Beauty,1,1499.0,0.0,1998.67,Desktop,Organic Search,Completed
TXN000092,CUS0013,2026-07-14,Home,2,1499.0,0.0,3997.33,Desktop,Organic Search,Completed
TXN000093,CUS0013,2026-05-05,Beauty,1,999.0,0.0,1332.0,Desktop,Organic Search,Completed
TXN000094,CUS0013,2026-03-05,Home,3,399.0,0.0,1596.0,Desktop,Organic Search,Completed
TXN000095,CUS0013,2026-01-06,Sports,3,699.0,0.1,2516.4,Desktop,Organic Search,Completed
TXN000096,CUS0013,2025-11-25,Home,3,1499.0,0.0,5996.0,Desktop,Organic Search,Completed
TXN000097,CUS0013,2025-11-06,Home,3,699.0,0.0,2796.0,Desktop,Organic Search,Completed
TXN000098,CUS0013,2025-09-24,Home,3,399.0,0.0,1596.0,Desktop,Organic Search,Completed
TXN000099,CUS0014,2026-08-10,Home,1,999.0,0.0,749.25,Tablet,Referral,Completed
TXN000100,CUS0014,2026-06-03,Home,1,699.0,0.0,524.25,Desktop,Referral,Completed
TXN000101,CUS0014,2026-04-11,Electronics,1,1999.0,0.2,1199.4,Mobile,Referral,Completed
TXN000102,CUS0015,2026-07-02,Electronics,2,399.0,0.2,585.2,Tablet,Paid Ads,Completed
TXN000103,CUS0015,2026-06-12,Electronics,1,699.0,0.0,640.75,Tablet,Paid Ads,Completed
TXN000104,CUS0015,2026-03-07,Beauty,1,299.0,0.05,260.38,Tablet,Paid Ads,Completed
TXN000105,CUS0015,2026-02-19,Electronics,2,499.0,0.1,823.35,Tablet,Paid Ads,Returned
TXN000106,CUS0015,2026-01-25,Electronics,3,299.0,0.0,822.25,Desktop,Paid Ads,Cancelled
TXN000107,CUS0015,2025-09-08,Electronics,1,399.0,0.2,292.6,Tablet,Paid Ads,Completed
TXN000108,CUS0016,2026-07-01,Home,1,699.0,0.0,640.75,Mobile,Paid Ads,Completed
TXN000109,CUS0016,2026-03-31,Home,3,499.0,0.0,1372.25,Mobile,Paid Ads,Completed
TXN000110,CUS0016,2026-02-05,Home,1,999.0,0.0,915.75,Mobile,Paid Ads,Completed
TXN000111,CUS0016,2026-01-13,Home,3,699.0,0.0,1922.25,Mobile,Paid Ads,Completed
TXN000112,CUS0016,2025-12-08,Home,3,299.0,0.15,698.91,Mobile,Paid Ads,Completed
TXN000113,CUS0017,2025-10-21,Beauty,2,399.0,0.0,465.5,Mobile,Email,Completed
TXN000114,CUS0017,2025-02-12,Beauty,2,1499.0,0.0,1748.83,Mobile,Email,Completed
TXN000115,CUS0018,2026-01-17,Sports,1,699.0,0.0,757.25,Desktop,Referral,Completed
TXN000116,CUS0018,2025-11-24,Sports,1,499.0,0.0,540.58,Desktop,Referral,Completed
TXN000117,CUS0018,2025-11-12,Fashion,3,1999.0,0.2,5197.4,Desktop,Referral,Completed
TXN000118,CUS0018,2025-09-18,Sports,3,1999.0,0.0,6496.75,Desktop,Referral,Completed
TXN000119,CUS0018,2025-09-16,Home,1,299.0,0.15,275.33,Mobile,Referral,Completed
TXN000120,CUS0018,2025-03-26,Fashion,3,399.0,0.0,1296.75,Desktop,Referral,Completed
TXN000121,CUS0019,2026-06-29,Sports,3,1999.0,0.0,6496.75,Mobile,Direct,Completed
TXN000122,CUS0019,2026-04-08,Electronics,2,699.0,0.0,1514.5,Mobile,Direct,Cancelled
TXN000123,CUS0019,2025-11-17,Beauty,2,699.0,0.0,1514.5,Desktop,Direct,Completed
TXN000124,CUS0019,2025-10-25,Electronics,1,1999.0,0.05,2057.3,Mobile,Direct,Completed
TXN000125,CUS0019,2025-10-25,Beauty,2,399.0,0.0,864.5,Mobile,Direct,Returned
TXN000126,CUS0019,2025-09-10,Sports,2,499.0,0.0,1081.17,Mobile,Direct,Returned
TXN000127,CUS0020,2026-05-23,Beauty,3,1499.0,0.0,2623.25,Desktop,Organic Search,Completed
TXN000128,CUS0020,2025-08-06,Beauty,2,999.0,0.0,1165.5,Desktop,Organic Search,Completed
TXN000129,CUS0021,2026-07-19,Fashion,3,399.0,0.0,1596.0,Mobile,Paid Ads,Completed
TXN000130,CUS0021,2026-06-28,Fashion,2,299.0,0.0,797.33,Mobile,Paid Ads,Cancelled
TXN000131,CUS0021,2026-05-08,Fashion,1,1999.0,0.15,2265.53,Mobile,Paid Ads,Completed
TXN000132,CUS0021,2026-03-04,Fashion,1,999.0,0.0,1332.0,Mobile,Paid Ads,Completed
TXN000133,CUS0021,2026-01-09,Fashion,2,699.0,0.0,1864.0,Tablet,Paid Ads,Completed
TXN000134,CUS0021,2026-01-09,Sports,2,399.0,0.05,1010.8,Mobile,Paid Ads,Completed
TXN000135,CUS0021,2026-01-01,Home,3,299.0,0.0,1196.0,Mobile,Paid Ads,Completed
TXN000136,CUS0021,2025-12-12,Home,2,299.0,0.0,797.33,Mobile,Paid Ads,Completed
TXN000137,CUS0021,2025-11-20,Fashion,1,1999.0,0.0,2665.33,Mobile,Paid Ads,Completed
TXN000138,CUS0021,2025-11-04,Fashion,2,1999.0,0.0,5330.67,Mobile,Paid Ads,Completed
TXN000139,CUS0022,2026-08-10,Sports,1,999.0,0.2,1065.6,Desktop,Email,Completed
TXN000140,CUS0022,2026-07-20,Electronics,2,999.0,0.0,2664.0,Desktop,Email,Completed
TXN000141,CUS0022,2026-05-23,Beauty,3,999.0,0.0,3996.0,Desktop,Email,Completed
TXN000142,CUS0022,2026-05-15,Beauty,3,299.0,0.0,1196.0,Tablet,Email,Completed
TXN000143,CUS0022,2026-05-01,Beauty,1,499.0,0.0,665.33,Desktop,Email,Completed
TXN000144,CUS0022,2026-04-24,Home,2,499.0,0.0,1330.67,Desktop,Email,Completed
TXN000145,CUS0022,2026-03-17,Sports,2,399.0,0.0,1064.0,Desktop,Email,Completed
TXN000146,CUS0022,2026-01-10,Home,2,499.0,0.0,1330.67,Desktop,Email,Completed
TXN000147,CUS0022,2025-12-24,Sports,3,1999.0,0.0,7996.0,Desktop,Email,Completed
TXN000148,CUS0023,2026-07-21,Electronics,3,1499.0,0.0,4871.75,Desktop,Paid Ads,Completed
TXN000149,CUS0023,2026-06-24,Electronics,1,299.0,0.0,323.92,Desktop,Paid Ads,Completed
TXN000150,CUS0023,2026-06-04,Home,2,1999.0,0.05,4114.61,Desktop,Paid Ads,Completed
TXN000151,CUS0023,2026-03-21,Home,2,1999.0,0.0,4331.17,Desktop,Paid Ads,Completed
TXN000152,CUS0023,2026-02-12,Home,1,1499.0,0.0,1623.92,Desktop,Paid Ads,Completed
TXN000153,CUS0023,2026-01-07,Home,1,999.0,0.2,865.8,Tablet,Paid Ads,Completed
TXN000154,CUS0023,2025-11-15,Home,3,699.0,0.15,1930.99,Desktop,Paid Ads,Completed
TXN000155,CUS0023,2025-10-21,Sports,3,499.0,0.0,1621.75,Desktop,Paid Ads,Completed
TXN000156,CUS0024,2026-08-18,Beauty,3,999.0,0.0,6993.0,Mobile,Paid Ads,Completed
TXN000157,CUS0024,2026-08-15,Electronics,1,299.0,0.2,558.13,Mobile,Paid Ads,Completed
TXN000158,CUS0024,2026-07-21,Electronics,2,499.0,0.0,2328.67,Mobile,Paid Ads,Completed
TXN000159,CUS0024,2026-07-14,Electronics,2,499.0,0.0,2328.67,Mobile,Paid Ads,Completed
TXN000160,CUS0024,2026-05-25,Electronics,1,399.0,0.0,931.0,Mobile,Paid Ads,Completed
TXN000161,CUS0024,2026-05-20,Electronics,1,999.0,0.0,2331.0,Mobile,Paid Ads,Completed
TXN000162,CUS0024,2026-05-15,Electronics,3,999.0,0.0,6993.0,Desktop,Paid Ads,Completed
TXN000163,CUS0024,2026-05-09,Electronics,1,1499.0,0.0,3497.67,Mobile,Paid Ads,Completed
TXN000164,CUS0024,2026-04-24,Home,1,399.0,0.0,931.0,Mobile,Paid Ads,Completed
TXN000165,CUS0024,2026-03-03,Electronics,2,1499.0,0.0,6995.33,Mobile,Paid Ads,Completed
TXN000166,CUS0024,2026-03-03,Electronics,2,399.0,0.0,1862.0,Mobile,Paid Ads,Completed
TXN000167,CUS0024,2026-01-28,Electronics,3,999.0,0.0,6993.0,Mobile,Paid Ads,Completed
TXN000168,CUS0024,2025-12-30,Electronics,3,699.0,0.0,4893.0,Mobile,Paid Ads,Completed
TXN000169,CUS0024,2025-12-04,Electronics,3,699.0,0.0,4893.0,Mobile,Paid Ads,Returned
TXN000170,CUS0024,2025-12-04,Electronics,1,499.0,0.0,1164.33,Mobile,Paid Ads,Completed
TXN000171,CUS0024,2025-12-03,Beauty,3,299.0,0.1,1883.7,Mobile,Paid Ads,Completed
TXN000172,CUS0025,2026-08-02,Sports,2,1499.0,0.0,6995.33,Tablet,Social Media,Completed
TXN000173,CUS0025,2026-07-27,Beauty,2,1499.0,0.1,6295.8,Tablet,Social Media,Completed
TXN000174,CUS0025,2026-07-20,Beauty,1,999.0,0.2,1864.8,Tablet,Social Media,Completed
TXN000175,CUS0025,2026-07-14,Beauty,2,299.0,0.1,1255.8,Tablet,Social Media,Completed
TXN000176,CUS0025,2026-06-28,Beauty,3,699.0,0.05,4648.35,Tablet,Social Media,Completed
TXN000177,CUS0025,2026-06-15,Beauty,3,399.0,0.05,2653.35,Desktop,Social Media,Completed
TXN000178,CUS0025,2026-05-28,Beauty,2,699.0,0.05,3098.9,Mobile,Social Media,Completed
TXN000179,CUS0025,2026-05-12,Fashion,2,699.0,0.0,3262.0,Tablet,Social Media,Completed
TXN000180,CUS0025,2026-04-29,Beauty,3,499.0,0.0,3493.0,Tablet,Social Media,Completed
TXN000181,CUS0025,2026-04-23,Beauty,2,1999.0,0.0,9328.67,Tablet,Social Media,Completed
TXN000182,CUS0025,2026-04-18,Electronics,3,399.0,0.15,2374.05,Tablet,Social Media,Completed
TXN000183,CUS0025,2026-04-04,Beauty,2,1999.0,0.0,9328.67,Tablet,Social Media,Completed
TXN000184,CUS0025,2026-03-16,Fashion,2,999.0,0.05,4428.9,Tablet,Social Media,Completed
TXN000185,CUS0025,2026-02-10,Beauty,1,1999.0,0.0,4664.33,Tablet,Social Media,Completed
TXN000186,CUS0025,2026-02-10,Electronics,1,999.0,0.0,2331.0,Tablet,Social Media,Completed
TXN000187,CUS0025,2026-01-29,Beauty,3,399.0,0.0,2793.0,Tablet,Social Media,Completed
TXN000188,CUS0025,2026-01-28,Fashion,2,999.0,0.0,4662.0,Tablet,Social Media,Completed
TXN000189,CUS0025,2026-01-11,Home,3,699.0,0.0,4893.0,Tablet,Social Media,Completed
TXN000190,CUS0025,2025-12-29,Sports,2,499.0,0.1,2095.8,Mobile,Social Media,Completed
TXN000191,CUS0025,2025-11-06,Beauty,2,999.0,0.0,4662.0,Tablet,Social Media,Completed
TXN000192,CUS0025,2025-10-30,Beauty,3,699.0,0.0,4893.0,Tablet,Social Media,Completed
TXN000193,CUS0026,2026-08-19,Sports,2,1499.0,0.0,2748.17,Desktop,Paid Ads,Completed
TXN000194,CUS0026,2026-07-23,Sports,2,499.0,0.0,914.83,Desktop,Paid Ads,Returned
TXN000195,CUS0026,2026-03-01,Sports,3,399.0,0.1,987.52,Desktop,Paid Ads,Completed
TXN000196,CUS0027,2026-07-25,Beauty,3,999.0,0.0,2747.25,Desktop,Email,Completed
TXN000197,CUS0027,2025-11-19,Beauty,2,1499.0,0.0,2748.17,Desktop,Email,Cancelled
TXN000198,CUS0027,2025-11-06,Electronics,2,999.0,0.0,1831.5,Desktop,Email,Completed
TXN000199,CUS0027,2025-10-10,Beauty,2,1999.0,0.0,3664.83,Desktop,Email,Completed
TXN000200,CUS0028,2026-05-14,Electronics,2,1499.0,0.0,1748.83,Mobile,Organic Search,Cancelled
TXN000201,CUS0028,2025-11-28,Electronics,2,699.0,0.0,815.5,Mobile,Organic Search,Completed
TXN000202,CUS0028,2025-11-11,Electronics,2,299.0,0.0,348.83,Mobile,Organic Search,Completed
TXN000203,CUS0029,2026-03-18,Electronics,3,699.0,0.0,2271.75,Tablet,Paid Ads,Completed
TXN000204,CUS0029,2026-03-06,Beauty,3,699.0,0.0,2271.75,Mobile,Paid Ads,Completed
TXN000205,CUS0029,2026-01-16,Beauty,1,299.0,0.0,323.92,Mobile,Paid Ads,Completed
TXN000206,CUS0029,2025-12-29,Beauty,1,999.0,0.0,1082.25,Mobile,Paid Ads,Completed
TXN000207,CUS0029,2025-12-14,Beauty,3,1499.0,0.0,4871.75,Desktop,Paid Ads,Completed
TXN000208,CUS0029,2025-11-24,Electronics,3,299.0,0.0,971.75,Mobile,Paid Ads,Completed
TXN000209,CUS0029,2025-11-19,Fashion,1,499.0,0.15,459.5,Mobile,Paid Ads,Completed
TXN000210,CUS0029,2025-08-20,Beauty,3,499.0,0.0,1621.75,Mobile,Paid Ads,Completed
TXN000211,CUS0029,2025-07-07,Beauty,2,1999.0,0.05,4114.61,Mobile,Paid Ads,Completed
TXN000212,CUS0030,2026-08-01,Fashion,3,499.0,0.0,1372.25,Desktop,Referral,Cancelled
TXN000213,CUS0030,2026-05-30,Fashion,1,399.0,0.0,365.75,Desktop,Referral,Completed
TXN000214,CUS0030,2026-05-05,Beauty,2,999.0,0.0,1831.5,Desktop,Referral,Completed
TXN000215,CUS0030,2026-03-04,Fashion,3,299.0,0.0,822.25,Desktop,Referral,Completed
TXN000216,CUS0030,2026-01-20,Fashion,3,999.0,0.0,2747.25,Desktop,Referral,Cancelled
TXN000217,CUS0031,2026-07-30,Sports,1,699.0,0.0,640.75,Tablet,Direct,Returned
TXN000218,CUS0031,2026-07-15,Sports,2,1999.0,0.0,3664.83,Tablet,Direct,Completed
TXN000219,CUS0031,2026-04-13,Beauty,1,1499.0,0.0,1374.08,Desktop,Direct,Completed
TXN000220,CUS0032,2026-08-18,Electronics,1,1999.0,0.0,2665.33,Desktop,Organic Search,Completed
TXN000221,CUS0032,2026-05-27,Electronics,2,299.0,0.0,797.33,Desktop,Organic Search,Completed
TXN000222,CUS0032,2026-05-24,Beauty,2,999.0,0.0,2664.0,Desktop,Organic Search,Completed
TXN000223,CUS0032,2026-03-29,Electronics,1,1499.0,0.0,1998.67,Desktop,Organic Search,Completed
TXN000224,CUS0032,2026-03-17,Electronics,1,1499.0,0.1,1798.8,Desktop,Organic Search,Completed
TXN000225,CUS0032,2026-02-05,Electronics,3,499.0,0.0,1996.0,Desktop,Organic Search,Completed
TXN000226,CUS0032,2026-02-04,Sports,2,1999.0,0.2,4264.53,Desktop,Organic Search,Completed
TXN000227,CUS0032,2026-01-28,Fashion,1,499.0,0.0,665.33,Desktop,Organic Search,Completed
TXN000228,CUS0032,2025-12-21,Electronics,3,999.0,0.0,3996.0,Desktop,Organic Search,Completed
TXN000229,CUS0033,2026-08-18,Electronics,2,399.0,0.0,1862.0,Tablet,Paid Ads,Completed
TXN000230,CUS0033,2026-08-18,Electronics,2,1499.0,0.0,6995.33,Tablet,Paid Ads,Completed
TXN000231,CUS0033,2026-07-23,Electronics,2,399.0,0.0,1862.0,Tablet,Paid Ads,Returned
TXN000232,CUS0033,2026-07-19,Electronics,2,399.0,0.2,1489.6,Mobile,Paid Ads,Completed
TXN000233,CUS0033,2026-07-07,Electronics,2,399.0,0.1,1675.8,Desktop,Paid Ads,Completed
TXN000234,CUS0033,2026-06-24,Fashion,1,299.0,0.0,697.67,Tablet,Paid Ads,Returned
TXN000235,CUS0033,2026-06-23,Electronics,2,699.0,0.0,3262.0,Tablet,Paid Ads,Cancelled
TXN000236,CUS0033,2026-05-22,Electronics,1,299.0,0.0,697.67,Tablet,Paid Ads,Completed
TXN000237,CUS0033,2026-04-03,Fashion,2,299.0,0.0,1395.33,Desktop,Paid Ads,Completed
TXN000238,CUS0033,2026-03-29,Electronics,1,699.0,0.0,1631.0,Tablet,Paid Ads,Completed
TXN000239,CUS0033,2026-03-10,Electronics,2,299.0,0.15,1186.03,Tablet,Paid Ads,Completed
TXN000240,CUS0033,2026-03-04,Electronics,3,399.0,0.0,2793.0,Tablet,Paid Ads,Completed
TXN000241,CUS0033,2026-02-23,Sports,3,299.0,0.0,2093.0,Tablet,Paid Ads,Completed
TXN000242,CUS0033,2026-02-13,Electronics,3,499.0,0.0,3493.0,Tablet,Paid Ads,Completed
TXN000243,CUS0033,2026-02-04,Home,2,499.0,0.0,2328.67,Mobile,Paid Ads,Completed
TXN000244,CUS0033,2026-01-06,Beauty,1,699.0,0.0,1631.0,Tablet,Paid Ads,Completed
TXN000245,CUS0033,2026-01-05,Electronics,1,699.0,0.0,1631.0,Tablet,Paid Ads,Cancelled
TXN000246,CUS0033,2025-10-25,Electronics,3,399.0,0.2,2234.4,Mobile,Paid Ads,Completed
TXN000247,CUS0034,2026-08-17,Sports,1,1499.0,0.0,1998.67,Mobile,Referral,Completed
TXN000248,CUS0034,2026-08-17,Fashion,1,1999.0,0.0,2665.33,Mobile,Referral,Returned
TXN000249,CUS0034,2026-07-22,Electronics,2,1499.0,0.0,3997.33,Mobile,Referral,Cancelled
TXN000250,CUS0034,2026-07-14,Electronics,3,399.0,0.0,1596.0,Mobile,Referral,Completed
TXN000251,CUS0034,2026-07-13,Sports,1,1999.0,0.0,2665.33,Mobile,Referral,Completed
TXN000252,CUS0034,2026-07-02,Sports,2,699.0,0.15,1584.4,Mobile,Referral,Completed
TXN000253,CUS0034,2026-04-26,Sports,3,999.0,0.0,3996.0,Mobile,Referral,Completed
TXN000254,CUS0034,2026-03-14,Sports,1,499.0,0.0,665.33,Mobile,Referral,Completed
TXN000255,CUS0034,2026-02-16,Sports,3,399.0,0.0,1596.0,Mobile,Referral,Completed
TXN000256,CUS0034,2026-02-01,Sports,2,1499.0,0.0,3997.33,Mobile,Referral,Completed
TXN000257,CUS0034,2026-01-27,Sports,2,699.0,0.0,1864.0,Mobile,Referral,Completed
TXN000258,CUS0034,2025-12-28,Electronics,2,1499.0,0.0,3997.33,Tablet,Referral,Completed
TXN000259,CUS0034,2025-11-15,Sports,2,699.0,0.0,1864.0,Mobile,Referral,Completed
TXN000260,CUS0034,2025-11-11,Beauty,1,999.0,0.1,1198.8,Mobile,Referral,Completed
TXN000261,CUS0035,2026-03-05,Beauty,1,699.0,0.0,757.25,Desktop,Referral,Completed
TXN000262,CUS0035,2026-02-22,Sports,2,999.0,0.0,2164.5,Desktop,Referral,Returned
