order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,discount,shipping_cost,payment_method,region,traffic_source,device_type,order_status
ORD000039,CUST00675,2025-08-22,P0011,Cushion Cover,Home,1,699,0.05,0,Cash on Delivery,South,Direct,Tablet,Completed
ORD000040,CUST00349,2025-11-30,P0016,Lip Balm,Beauty,4,499,0.05,99,Debit Card,North,Social Media,Mobile,Cancelled
ORD000041,CUST00647,2026-02-18,P0010,LED Lamp,Home,4,699,0.15,99,Debit Card,South,Social Media,Desktop,Cancelled
ORD000042,CUST00626,2025-12-10,P0009,Sunglasses,Fashion,3,299,0.0,99,Debit Card,Central,Organic Search,Mobile,Completed
ORD000043,CUST00767,2025-12-14,P0005,T-Shirt,Fashion,4,1499,0.05,99,Wallet,South,Organic Search,Desktop,Returned
ORD000044,CUST00202,2025-10-05,P0020,Yoga Mat,Sports,1,699,0.0,0,UPI,South,Referral,Mobile,Completed
ORD000045,CUST00558,2026-01-21,P0001,Bluetooth Speaker,Electronics,2,299,0.0,79,Debit Card,Central,Email,Desktop,Returned
ORD000046,CUST00592,2026-05-22,P0005,T-Shirt,Fashion,3,999,0.1,0,Wallet,North,Social Media,Tablet,Completed
ORD000047,CUST00746,2026-03-22,P0010,LED Lamp,Home,1,1499,0.1,49,Wallet,North,Email,Mobile,Returned
ORD000048,CUST00723,2026-07-23,P0003,Phone Case,Electronics,4,399,0.15,49,UPI,West,Direct,Desktop,Completed
ORD000049,CUST00455,2026-05-02,P0022,Water Bottle,Sports,3,699,0.0,99,Wallet,West,Organic Search,Mobile,Completed
ORD000050,CUST00460,2026-06-04,P0008,Backpack,Fashion,2,2499,0.0,49,Debit Card,Central,Referral,Mobile,Completed
ORD000051,CUST00133,2026-01-24,P0006,Sneakers,Fashion,1,1499,0.1,0,Credit Card,Central,Email,Mobile,Completed
ORD000052,CUST00780,2026-03-31,P0006,Sneakers,Fashion,1,1999,0.15,0,Cash on Delivery,South,Paid Ads,Desktop,Returned
ORD000053,CUST00207,2026-03-19,P0004,Power Bank,Electronics,3,699,0.2,49,Wallet,Central,Paid Ads,Mobile,Completed
ORD000054,CUST00569,2026-06-12,P0016,Lip Balm,Beauty,4,699,0.15,99,Cash on Delivery,East,Organic Search,Desktop,Completed
ORD000055,CUST00623,2026-02-18,P0012,Coffee Mug,Home,1,699,0.2,79,Cash on Delivery,East,Paid Ads,Desktop,Completed
ORD000056,CUST00357,2026-01-14,P0005,T-Shirt,Fashion,2,699,0.15,99,Debit Card,South,Social Media,Mobile,Cancelled
ORD000057,CUST00174,2025-09-14,P0021,Dumbbell Set,Sports,3,399,0.0,0,UPI,Central,Paid Ads,Mobile,Completed
ORD000058,CUST00152,2026-06-29,P0016,Lip Balm,Beauty,2,299,0.1,49,Cash on Delivery,West,Direct,Mobile,Completed
ORD000059,CUST00679,2026-01-25,P0010,LED Lamp,Home,3,1999,0.1,79,Credit Card,North,Paid Ads,Mobile,Returned
ORD000060,CUST00407,2026-06-07,P0012,Coffee Mug,Home,3,999,0.0,99,Cash on Delivery,South,Social Media,Tablet,Returned
ORD000061,CUST00075,2026-04-24,P0016,Lip Balm,Beauty,4,999,0.2,0,Credit Card,Central,Email,Mobile,Completed
ORD000062,CUST00562,2025-08-20,P0003,Phone Case,Electronics,3,999,0.15,79,Debit Card,Central,Organic Search,Desktop,Completed
ORD000063,CUST00203,2026-04-14,P0020,Yoga Mat,Sports,3,699,0.05,0,UPI,East,Paid Ads,Tablet,Cancelled
ORD000064,CUST00696,2026-02-14,P0006,Sneakers,Fashion,2,2499,0.05,49,Wallet,Central,Organic Search,Mobile,Returned
ORD000065,CUST00257,2025-11-15,P0000,Wireless Earbuds,Electronics,1,699,0.15,79,Debit Card,East,Direct,Desktop,Completed
ORD000066,CUST00166,2025-11-24,P0013,Storage Box,Home,1,999,0.0,99,Cash on Delivery,West,Direct,Desktop,Completed
ORD000067,CUST00070,2026-04-09,P0021,Dumbbell Set,Sports,1,999,0.0,49,Wallet,North,Organic Search,Desktop,Completed
ORD000068,CUST00407,2025-09-20,P0018,Sunscreen,Beauty,4,399,0.0,49,Wallet,South,Direct,Mobile,Completed
ORD000069,CUST00362,2026-03-29,P0007,Denim Jacket,Fashion,1,399,0.0,99,Wallet,West,Direct,Desktop,Completed
ORD000070,CUST00588,2026-06-24,P0009,Sunglasses,Fashion,2,399,0.05,49,Credit Card,South,Organic Search,Tablet,Completed
ORD000071,CUST00370,2025-09-20,P0014,Wall Clock,Home,3,499,0.05,0,Cash on Delivery,South,Organic Search,Desktop,Completed
ORD000072,CUST00283,2025-08-22,P0005,T-Shirt,Fashion,3,399,0.05,0,Wallet,South,Direct,Desktop,Completed
ORD000073,CUST00213,2025-09-11,P0020,Yoga Mat,Sports,1,399,0.05,79,Credit Card,Central,Paid Ads,Desktop,Completed
ORD000074,CUST00224,2026-05-13,P0007,Denim Jacket,Fashion,4,2499,0.2,79,Wallet,Central,Social Media,Desktop,Completed
ORD000075,CUST00737,2026-06-25,P0005,T-Shirt,Fashion,2,499,0.0,49,Credit Card,Central,Email,Mobile,Completed
ORD000076,CUST00132,2026-08-15,P0002,Smart Watch,Electronics,1,1999,0.0,0,Wallet,South,Organic Search,Tablet,Cancelled
ORD000077,CUST00788,2025-08-30,P0017,Hair Oil,Beauty,1,699,0.15,0,UPI,East,Social Media,Mobile,Completed
ORD000078,CUST00270,2026-02-11,P0000,Wireless Earbuds,Electronics,4,1999,0.0,0,Credit Card,North,Social Media,Desktop,Completed
ORD000079,CUST00072,2025-09-06,P0020,Yoga Mat,Sports,4,1999,0.1,0,Debit Card,South,Direct,Mobile,Returned
ORD000080,CUST00201,2026-01-02,P0024,Running Shoes,Sports,4,1999,0.2,49,Credit Card,East,Direct,Desktop,Cancelled
ORD000081,CUST00047,2025-12-10,P0002,Smart Watch,Electronics,2,499,0.0,49,Cash on Delivery,South,Paid Ads,Desktop,Returned
ORD000082,CUST00619,2026-03-29,P0002,Smart Watch,Electronics,4,299,0.0,0,Cash on Delivery,East,Email,Desktop,Cancelled
ORD000083,CUST00408,2026-07-17,P0023,Resistance Band,Sports,2,499,0.0,99,Cash on Delivery,West,Social Media,Mobile,Completed
ORD000084,CUST00276,2026-06-09,P0003,Phone Case,Electronics,1,1499,0.0,0,UPI,South,Social Media,Desktop,Completed
ORD000085,CUST00524,2025-09-12,P0010,LED Lamp,Home,4,1499,0.0,99,Debit Card,East,Direct,Mobile,Completed
ORD000086,CUST00497,2025-11-15,P0021,Dumbbell Set,Sports,2,1499,0.15,0,Cash on Delivery,North,Paid Ads,Mobile,Cancelled
ORD000087,CUST00751,2025-11-28,P0003,Phone Case,Electronics,3,2499,0.0,79,Debit Card,East,Email,Mobile,Returned
ORD000088,CUST00767,2025-11-19,P0016,Lip Balm,Beauty,3,399,0.2,99,UPI,South,Social Media,Tablet,Completed
ORD000089,CUST00537,2025-12-26,P0009,Sunglasses,Fashion,1,699,0.2,99,Credit Card,South,Email,Tablet,Cancelled
ORD000090,CUST00645,2026-03-29,P0010,LED Lamp,Home,4,699,0.1,49,Cash on Delivery,East,Social Media,Desktop,Returned
ORD000091,CUST00621,2026-05-16,P0023,Resistance Band,Sports,1,399,0.2,0,Credit Card,South,Referral,Desktop,Completed
ORD000092,CUST00390,2026-07-29,P0016,Lip Balm,Beauty,4,1499,0.0,0,Credit Card,Central,Social Media,Mobile,Cancelled
ORD000093,CUST00554,2026-05-03,P0007,Denim Jacket,Fashion,2,299,0.2,49,Cash on Delivery,West,Organic Search,Mobile,Completed
ORD000094,CUST00062,2025-12-06,P0023,Resistance Band,Sports,2,2499,0.05,99,Cash on Delivery,South,Social Media,Desktop,Returned
ORD000095,CUST00593,2025-10-26,P0014,Wall Clock,Home,2,299,0.0,0,Cash on Delivery,North,Paid Ads,Desktop,Returned
ORD000096,CUST00767,2026-01-04,P0002,Smart Watch,Electronics,3,299,0.15,99,Cash on Delivery,South,Social Media,Desktop,Completed
ORD000097,CUST00070,2026-06-07,P0009,Sunglasses,Fashion,1,399,0.2,99,Credit Card,North,Referral,Mobile,Returned
ORD000098,CUST00661,2026-08-17,P0006,Sneakers,Fashion,1,2499,0.2,0,Debit Card,Central,Organic Search,Mobile,Cancelled
ORD000099,CUST00742,2026-01-10,P0016,Lip Balm,Beauty,3,1999,0.0,99,Wallet,South,Organic Search,Mobile,Completed
ORD000100,CUST00186,2025-10-23,P0021,Dumbbell Set,Sports,3,2499,0.0,49,Debit Card,North,Paid Ads,Desktop,Returned
ORD000101,CUST00416,2025-08-21,P0000,Wireless Earbuds,Electronics,4,1999,0.1,79,Wallet,North,Social Media,Mobile,Completed
ORD000102,CUST00737,2025-09-17,P0019,Face Wash,Beauty,4,2499,0.2,0,Cash on Delivery,Central,Organic Search,Mobile,Completed
ORD000103,CUST00767,2026-04-09,P0022,Water Bottle,Sports,4,699,0.15,0,Cash on Delivery,South,Direct,Desktop,Completed
ORD000104,CUST00102,2026-03-23,P0024,Running Shoes,Sports,4,299,0.1,49,Wallet,South,Email,Mobile,Completed
ORD000105,CUST00286,2026-04-11,P0016,Lip Balm,Beauty,4,699,0.15,0,Wallet,North,Direct,Mobile,Completed
ORD000106,CUST00550,2025-08-28,P0007,Denim Jacket,Fashion,2,399,0.0,79,UPI,West,Social Media,Desktop,Returned
ORD000107,CUST00182,2026-01-26,P0003,Phone Case,Electronics,4,399,0.1,79,Credit Card,East,Referral,Mobile,Completed
ORD000108,CUST00269,2025-10-24,P0023,Resistance Band,Sports,4,1499,0.0,0,UPI,West,Direct,Desktop,Completed
ORD000109,CUST00018,2025-12-20,P0010,LED Lamp,Home,3,399,0.15,0,Cash on Delivery,East,Referral,Tablet,Completed
ORD000110,CUST00123,2026-04-04,P0008,Backpack,Fashion,1,499,0.0,49,Cash on Delivery,East,Organic Search,Mobile,Completed
ORD000111,CUST00448,2025-11-28,P0018,Sunscreen,Beauty,1,699,0.1,79,Debit Card,Central,Direct,Mobile,Completed
ORD000112,CUST00517,2026-04-17,P0017,Hair Oil,Beauty,2,299,0.2,0,Wallet,East,Social Media,Desktop,Cancelled
ORD000113,CUST00513,2025-12-03,P0020,Yoga Mat,Sports,3,1499,0.0,99,Debit Card,South,Paid Ads,Desktop,Completed
ORD000114,CUST00611,2026-02-22,P0022,Water Bottle,Sports,3,1999,0.0,49,UPI,South,Paid Ads,Tablet,Cancelled
ORD000115,CUST00339,2026-02-03,P0021,Dumbbell Set,Sports,4,999,0.0,49,Wallet,North,Paid Ads,Mobile,Completed
ORD000116,CUST00221,2026-01-07,P0004,Power Bank,Electronics,3,299,0.15,0,UPI,South,Organic Search,Desktop,Completed
ORD000117,CUST00012,2025-10-05,P0004,Power Bank,Electronics,3,1999,0.2,79,Wallet,East,Social Media,Mobile,Returned
ORD000118,CUST00169,2026-03-18,P0005,T-Shirt,Fashion,4,699,0.0,99,Credit Card,South,Direct,Mobile,Completed
ORD000119,CUST00258,2026-08-16,P0015,Face Serum,Beauty,4,499,0.05,0,Debit Card,East,Social Media,Mobile,Cancelled
ORD000120,CUST00143,2026-04-11,P0014,Wall Clock,Home,3,2499,0.15,49,Cash on Delivery,South,Organic Search,Mobile,Completed
ORD000121,CUST00015,2026-05-19,P0021,Dumbbell Set,Sports,3,1999,0.0,0,Wallet,West,Direct,Mobile,Returned
ORD000122,CUST00127,2026-06-09,P0021,Dumbbell Set,Sports,1,699,0.05,0,Cash on Delivery,North,Paid Ads,Mobile,Completed
ORD000123,CUST00526,2025-09-02,P0020,Yoga Mat,Sports,3,699,0.0,0,Cash on Delivery,East,Referral,Mobile,Completed
ORD000124,CUST00496,2026-06-05,P0001,Bluetooth Speaker,Electronics,1,2499,0.2,79,Debit Card,North,Social Media,Desktop,Completed
ORD000125,CUST00745,2025-11-16,P0017,Hair Oil,Beauty,2,399,0.05,99,Debit Card,East,Organic Search,Mobile,Completed
ORD000126,CUST00625,2026-04-19,P0021,Dumbbell Set,Sports,3,699,0.05,0,Debit Card,East,Paid Ads,Mobile,Cancelled
ORD000127,CUST00452,2026-08-14,P0024,Running Shoes,Sports,1,999,0.2,79,UPI,South,Direct,Mobile,Completed
ORD000128,CUST00109,2026-07-12,P0008,Backpack,Fashion,3,499,0.15,49,Debit Card,Central,Referral,Desktop,Returned
ORD000129,CUST00449,2026-01-18,P0019,Face Wash,Beauty,2,499,0.0,79,Debit Card,West,Social Media,Tablet,Cancelled
ORD000130,CUST00049,2026-06-21,P0010,LED Lamp,Home,3,299,0.1,49,Credit Card,East,Referral,Mobile,Returned
ORD000131,CUST00349,2026-04-02,P0004,Power Bank,Electronics,2,499,0.0,99,Debit Card,North,Paid Ads,Tablet,Returned
ORD000132,CUST00322,2025-10-07,P0008,Backpack,Fashion,2,499,0.05,0,Cash on Delivery,Central,Social Media,Desktop,Returned
ORD000133,CUST00347,2025-11-15,P0006,Sneakers,Fashion,2,1999,0.15,0,UPI,North,Social Media,Tablet,Completed
ORD000134,CUST00226,2026-08-04,P0022,Water Bottle,Sports,1,499,0.2,0,Wallet,North,Paid Ads,Mobile,Returned
ORD000135,CUST00540,2026-07-20,P0004,Power Bank,Electronics,1,399,0.2,79,UPI,East,Social Media,Mobile,Completed
ORD000136,CUST00665,2026-07-11,P0003,Phone Case,Electronics,4,1999,0.05,0,UPI,East,Social Media,Desktop,Completed
ORD000137,CUST00602,2026-01-07,P0014,Wall Clock,Home,1,499,0.2,0,Wallet,Central,Direct,Desktop,Completed
ORD000138,CUST00494,2025-12-15,P0014,Wall Clock,Home,2,2499,0.2,79,Credit Card,North,Social Media,Desktop,Completed
ORD000139,CUST00428,2026-06-10,P0014,Wall Clock,Home,1,299,0.05,49,Debit Card,West,Organic Search,Desktop,Completed
ORD000140,CUST00025,2025-08-27,P0003,Phone Case,Electronics,3,299,0.0,79,Credit Card,South,Social Media,Mobile,Completed
ORD000141,CUST00567,2026-07-13,P0012,Coffee Mug,Home,3,2499,0.0,0,Credit Card,North,Referral,Desktop,Completed
ORD000142,CUST00434,2026-03-28,P0023,Resistance Band,Sports,2,299,0.1,0,Wallet,East,Organic Search,Mobile,Cancelled
ORD000143,CUST00219,2026-04-07,P0002,Smart Watch,Electronics,4,299,0.15,49,Credit Card,West,Referral,Desktop,Cancelled
ORD000144,CUST00271,2026-01-27,P0019,Face Wash,Beauty,2,1499,0.2,0,Debit Card,North,Organic Search,Desktop,Returned
ORD000145,CUST00745,2026-08-12,P0003,Phone Case,Electronics,3,499,0.0,49,UPI,East,Organic Search,Desktop,Completed
ORD000146,CUST00492,2026-05-20,P0005,T-Shirt,Fashion,2,699,0.2,99,Debit Card,East,Organic Search,Mobile,Completed
ORD000147,CUST00379,2025-09-08,P0022,Water Bottle,Sports,3,699,0.15,0,Credit Card,East,Paid Ads,Tablet,Returned
ORD000148,CUST00489,2026-02-27,P0007,Denim Jacket,Fashion,1,499,0.05,0,Cash on Delivery,South,Social Media,Mobile,Completed
ORD000149,CUST00337,2026-06-29,P0013,Storage Box,Home,2,699,0.0,99,Cash on Delivery,West,Direct,Mobile,Completed
ORD000150,CUST00373,2025-09-16,P0009,Sunglasses,Fashion,3,499,0.05,0,UPI,Central,Email,Mobile,Completed
ORD000151,CUST00235,2026-05-15,P0015,Face Serum,Beauty,4,399,0.1,0,UPI,East,Email,Mobile,Completed
ORD000152,CUST00355,2025-11-17,P0010,LED Lamp,Home,2,399,0.15,79,Cash on Delivery,East,Referral,Mobile,Completed
ORD000153,CUST00540,2026-02-20,P0011,Cushion Cover,Home,2,299,0.0,0,Cash on Delivery,East,Organic Search,Mobile,Completed
ORD000154,CUST00031,2026-07-08,P0020,Yoga Mat,Sports,2,999,0.0,0,Credit Card,North,Paid Ads,Mobile,Returned
ORD000155,CUST00622,2026-02-15,P0013,Storage Box,Home,2,999,0.0,99,Credit Card,North,Referral,Mobile,Completed
ORD000156,CUST00229,2025-09-02,P0014,Wall Clock,Home,4,299,0.2,99,Debit Card,North,Direct,Mobile,Completed
ORD000157,CUST00539,2025-08-27,P0020,Yoga Mat,Sports,3,699,0.0,99,Debit Card,North,Organic Search,Tablet,Returned
ORD000158,CUST00509,2026-05-15,P0010,LED Lamp,Home,2,1499,0.0,0,Cash on Delivery,Central,Paid Ads,Mobile,Completed
ORD000159,CUST00517,2026-07-25,P0020,Yoga Mat,Sports,2,299,0.0,49,UPI,East,Social Media,Mobile,Completed
ORD000160,CUST00479,2025-12-04,P0017,Hair Oil,Beauty,3,499,0.0,99,Cash on Delivery,East,Organic Search,Desktop,Returned
ORD000161,CUST00765,2026-07-27,P0022,Water Bottle,Sports,3,2499,0.05,99,Wallet,South,Email,Desktop,Completed
ORD000162,CUST00403,2026-02-01,P0011,Cushion Cover,Home,2,699,0.15,0,Wallet,North,Email,Mobile,Completed
ORD000163,CUST00576,2025-09-10,P0013,Storage Box,Home,4,299,0.0,49,Cash on Delivery,North,Social Media,Mobile,Completed
ORD000164,CUST00555,2026-03-01,P0003,Phone Case,Electronics,2,999,0.0,0,UPI,West,Paid Ads,Desktop,Completed
ORD000165,CUST00194,2026-08-10,P0002,Smart Watch,Electronics,2,699,0.1,0,Wallet,South,Social Media,Mobile,Completed
ORD000166,CUST00229,2025-11-19,P0002,Smart Watch,Electronics,1,399,0.0,0,Debit Card,North,Referral,Mobile,Cancelled
ORD000167,CUST00345,2026-08-05,P0015,Face Serum,Beauty,2,299,0.15,0,Debit Card,South,Direct,Tablet,Completed
ORD000168,CUST00223,2026-04-14,P0008,Backpack,Fashion,4,2499,0.0,99,UPI,Central,Referral,Mobile,Completed
ORD000169,CUST00301,2026-01-11,P0007,Denim Jacket,Fashion,4,1999,0.05,0,Cash on Delivery,West,Email,Mobile,Cancelled
ORD000170,CUST00322,2026-04-30,P0015,Face Serum,Beauty,2,1499,0.2,49,Credit Card,Central,Organic Search,Mobile,Completed
ORD000171,CUST00476,2026-01-13,P0009,Sunglasses,Fashion,1,299,0.15,49,UPI,Central,Organic Search,Desktop,Completed
ORD000172,CUST00181,2025-09-20,P0003,Phone Case,Electronics,3,1999,0.1,0,Debit Card,South,Paid Ads,Mobile,Completed
ORD000173,CUST00631,2026-07-03,P0013,Storage Box,Home,3,699,0.0,49,Cash on Delivery,South,Email,Mobile,Completed
ORD000174,CUST00354,2026-01-03,P0013,Storage Box,Home,4,699,0.2,99,UPI,East,Paid Ads,Mobile,Completed
ORD000175,CUST00556,2026-03-14,P0003,Phone Case,Electronics,3,2499,0.05,0,Credit Card,East,Paid Ads,Mobile,Completed
ORD000176,CUST00067,2026-05-18,P0006,Sneakers,Fashion,1,699,0.0,0,Credit Card,Central,Referral,Mobile,Completed
ORD000177,CUST00373,2025-09-19,P0005,T-Shirt,Fashion,4,399,0.1,0,Wallet,Central,Organic Search,Mobile,Completed
ORD000178,CUST00023,2026-05-10,P0017,Hair Oil,Beauty,3,399,0.0,0,Debit Card,North,Organic Search,Mobile,Returned
ORD000179,CUST00534,2025-12-31,P0006,Sneakers,Fashion,4,2499,0.2,99,Credit Card,Central,Social Media,Mobile,Cancelled
ORD000180,CUST00283,2026-03-06,P0000,Wireless Earbuds,Electronics,1,999,0.0,0,Credit Card,South,Direct,Tablet,Completed
ORD000181,CUST00757,2026-02-02,P0006,Sneakers,Fashion,2,999,0.0,0,Credit Card,East,Direct,Desktop,Completed
ORD000182,CUST00269,2026-05-30,P0011,Cushion Cover,Home,2,999,0.05,99,Debit Card,West,Paid Ads,Mobile,Returned
ORD000183,CUST00449,2025-10-27,P0019,Face Wash,Beauty,2,399,0.2,99,Wallet,West,Paid Ads,Mobile,Completed
ORD000184,CUST00209,2025-09-28,P0001,Bluetooth Speaker,Electronics,4,699,0.0,0,Cash on Delivery,East,Email,Desktop,Completed
ORD000185,CUST00488,2026-01-16,P0022,Water Bottle,Sports,1,2499,0.15,0,UPI,North,Referral,Desktop,Completed
ORD000186,CUST00371,2025-10-02,P0008,Backpack,Fashion,1,399,0.0,0,Cash on Delivery,West,Paid Ads,Mobile,Returned
ORD000187,CUST00304,2025-11-16,P0008,Backpack,Fashion,1,2499,0.05,0,Wallet,East,Referral,Mobile,Completed
ORD000188,CUST00168,2026-04-16,P0000,Wireless Earbuds,Electronics,4,499,0.05,99,Credit Card,West,Direct,Mobile,Returned
ORD000189,CUST00088,2026-06-14,P0006,Sneakers,Fashion,1,499,0.0,0,Wallet,Central,Paid Ads,Mobile,Cancelled
ORD000190,CUST00096,2026-04-30,P0011,Cushion Cover,Home,3,299,0.15,79,Debit Card,South,Direct,Mobile,Completed
ORD000191,CUST00799,2025-12-13,P0015,Face Serum,Beauty,1,1499,0.0,0,Cash on Delivery,West,Email,Mobile,Returned
ORD000192,CUST00336,2026-06-13,P0019,Face Wash,Beauty,2,499,0.05,0,Cash on Delivery,East,Organic Search,Desktop,Completed
ORD000193,CUST00002,2026-01-15,P0013,Storage Box,Home,3,699,0.05,0,Credit Card,North,Social Media,Mobile,Completed
ORD000194,CUST00761,2025-10-25,P0002,Smart Watch,Electronics,1,999,0.05,49,Credit Card,South,Paid Ads,Mobile,Cancelled
ORD000195,CUST00015,2026-05-23,P0009,Sunglasses,Fashion,1,1499,0.0,99,UPI,West,Organic Search,Mobile,Cancelled
ORD000196,CUST00342,2026-02-24,P0018,Sunscreen,Beauty,3,2499,0.05,0,Wallet,Central,Social Media,Desktop,Completed
ORD000197,CUST00562,2026-01-02,P0015,Face Serum,Beauty,1,999,0.1,79,UPI,Central,Direct,Mobile,Returned
ORD000198,CUST00730,2026-04-18,P0014,Wall Clock,Home,2,399,0.05,49,Credit Card,South,Email,Desktop,Returned
ORD000199,CUST00560,2026-05-11,P0012,Coffee Mug,Home,3,1499,0.15,79,Wallet,North,Organic Search,Desktop,Completed
ORD000200,CUST00370,2025-11-09,P0012,Coffee Mug,Home,1,299,0.15,0,Wallet,South,Direct,Mobile,Completed
ORD000201,CUST00779,2025-10-01,P0024,Running Shoes,Sports,1,1999,0.0,49,Cash on Delivery,North,Organic Search,Mobile,Cancelled
ORD000202,CUST00031,2026-02-24,P0014,Wall Clock,Home,2,499,0.15,79,Debit Card,North,Social Media,Tablet,Returned
ORD000203,CUST00787,2025-09-07,P0014,Wall Clock,Home,3,1499,0.2,49,Credit Card,Central,Email,Desktop,Completed
ORD000204,CUST00673,2026-04-10,P0008,Backpack,Fashion,1,399,0.15,79,Wallet,East,Referral,Mobile,Completed
ORD000205,CUST00738,2026-01-27,P0012,Coffee Mug,Home,2,699,0.15,0,Wallet,South,Direct,Desktop,Completed
